S. No.,Date,Region,Confirmed Cases,Active Cases,Cured/Discharged,Death
2793,18/08/2020,Assam,79667,22736,56734,197
2794,19/08/2020,Assam,82201,23704,58294,203
2795,20/08/2020,Assam,84317,23756,60348,213
2796,21/08/2020,Assam,86052,22711,63120,221
2797,22/08/2020,Assam,87908,22085,65596,227
2798,23/08/2020,Assam,89468,21593,67641,234
2799,24/08/2020,Assam,90740,19598,70900,242
2800,25/08/2020,Assam,92619,19277,73090,252
2801,26/08/2020,Assam,94592,19518,74814,260
2802,27/08/2020,Assam,96771,19535,76962,274
2803,28/08/2020,Assam,98807,19222,79307,278
2804,29/08/2020,Assam,101367,20011,81070,286
2805,30/08/2020,Assam,103794,20995,82510,289
2806,31/08/2020,Assam,105774,21551,83927,296
2807,01/09/2020,Assam,109040,23273,85461,306
2808,02/09/2020,Assam,111724,24514,86895,315
2809,03/09/2020,Assam,115279,26227,88729,323
2810,04/09/2020,Assam,118333,27303,90700,330
2811,05/09/2020,Assam,121224,28159,92720,345
2812,06/09/2020,Assam,123922,28507,95063,352
2813,07/09/2020,Assam,125459,28273,96826,360
2814,08/09/2020,Assam,128244,28798,99076,370
2815,09/09/2020,Assam,130823,29206,101239,378
2816,10/09/2020,Assam,133066,29166,103504,396
2817,11/09/2020,Assam,135805,29690,105701,414
2818,12/09/2020,Assam,138339,29580,108329,430
2819,13/09/2020,Assam,140471,29133,110885,453
2820,14/09/2020,Assam,141763,28161,113133,469
2821,15/09/2020,Assam,144166,28630,115054,482
2822,16/09/2020,Assam,146575,29180,116903,492
2823,17/09/2020,Assam,148969,29091,119367,511
2824,18/09/2020,Assam,150349,28208,121613,528
2825,19/09/2020,Assam,152858,28631,123687,540
2826,20/09/2020,Assam,155453,29362,125543,548
2827,21/09/2020,Assam,156680,28780,127338,562
2828,22/09/2020,Assam,159320,29609,129133,578
2829,23/09/2020,Assam,161393,29857,130950,586
2830,24/09/2020,Assam,163491,30182,132712,597
2831,25/09/2020,Assam,165582,29830,135144,608
2832,26/09/2020,Assam,167374,30034,136715,625
2833,27/09/2020,Assam,169110,30162,138310,638
2834,28/09/2020,Assam,169985,29350,139980,655
2835,29/09/2020,Assam,173629,30662,142300,667
2836,30/09/2020,Assam,177221,32539,144002,680
2837,01/10/2020,Assam,180811,34496,145618,697
2838,02/10/2020,Assam,182396,34163,147522,711
2839,03/10/2020,Assam,183812,34128,148963,721
2840,04/10/2020,Assam,185444,33933,150776,735
2841,05/10/2020,Assam,186200,33324,152127,749
2842,06/10/2020,Assam,187718,33467,153491,760
2843,07/10/2020,Assam,188902,33047,155077,778
2844,08/10/2020,Assam,190209,31786,157638,785
2845,09/10/2020,Assam,191397,30767,159836,794
2846,10/10/2020,Assam,192416,29710,161904,802
2847,11/10/2020,Assam,193387,29221,163355,811
2848,12/10/2020,Assam,193783,28385,164582,816
2849,13/10/2020,Assam,195304,28439,166039,826
2850,14/10/2020,Assam,196786,28897,167059,830
2851,15/10/2020,Assam,198213,29307,168072,834
2852,16/10/2020,Assam,198982,28804,169335,843
2853,17/10/2020,Assam,199749,28631,170265,853
2854,18/10/2020,Assam,200391,28442,171084,865
2855,19/10/2020,Assam,200709,28158,171683,868
2856,20/10/2020,Assam,201407,27319,173213,875
2857,21/10/2020,Assam,202073,26775,174414,884
2858,22/10/2020,Assam,202774,25807,176078,889
2859,23/10/2020,Assam,203282,24724,177662,896
2860,24/10/2020,Assam,203709,22963,179846,900
2861,25/10/2020,Assam,203967,20271,182794,902
2862,26/10/2020,Assam,204171,17510,185755,906
2863,27/10/2020,Assam,204386,14891,188587,908
2864,28/10/2020,Assam,204789,12845,191030,914
2865,29/10/2020,Assam,205237,11803,192517,917
2866,30/10/2020,Assam,205635,11138,193574,923
2867,31/10/2020,Assam,206015,10421,194668,926
2868,01/11/2020,Assam,206351,9367,196054,930
2869,02/11/2020,Assam,206517,8802,196784,931
2870,03/11/2020,Assam,206982,8481,197569,932
2871,04/11/2020,Assam,207361,8385,198042,934
2872,05/11/2020,Assam,207741,8110,198697,934
2873,06/11/2020,Assam,208054,7662,199458,934
2874,07/11/2020,Assam,208389,7067,200384,938
2875,08/11/2020,Assam,208637,6758,200939,940
2876,09/11/2020,Assam,208789,6512,201334,943
2877,10/11/2020,Assam,209117,6328,201842,947
2878,11/11/2020,Assam,209388,5965,202471,952
2879,12/11/2020,Assam,209633,5371,203308,954
2880,13/11/2020,Assam,209835,4799,204079,957
2881,14/11/2020,Assam,210068,4389,204721,958
2882,15/11/2020,Assam,210175,3964,205250,961
2883,16/11/2020,Assam,210268,3666,205639,963
2884,17/11/2020,Assam,210454,3446,206044,964
2885,18/11/2020,Assam,210696,3329,206401,966
2886,19/11/2020,Assam,210865,3285,206611,969
2887,20/11/2020,Assam,211040,3193,206878,969
2888,21/11/2020,Assam,211204,3204,207029,971
2889,22/11/2020,Assam,211427,3232,207222,973
2890,23/11/2020,Assam,211513,3142,207397,974
2891,24/11/2020,Assam,211682,3179,207528,975
2892,25/11/2020,Assam,211839,3214,207649,976
2893,26/11/2020,Assam,212021,3277,207766,978
2894,27/11/2020,Assam,212171,3285,207908,978
2895,28/11/2020,Assam,212320,3272,208068,980
2896,29/11/2020,Assam,212483,3313,208190,980
2897,30/11/2020,Assam,212617,3350,208286,981
2898,01/12/2020,Assam,212776,3399,208396,981
2899,02/12/2020,Assam,212998,3486,208531,981
2900,03/12/2020,Assam,213171,3519,208669,983
2901,04/12/2020,Assam,213336,3505,208846,985
2902,05/12/2020,Assam,213505,3551,208967,987
2903,06/12/2020,Assam,213662,3543,209130,989
2904,07/12/2020,Assam,213759,3552,209214,993
2905,08/12/2020,Assam,213925,3585,209345,995
2906,09/12/2020,Assam,214019,3575,209447,997
2907,10/12/2020,Assam,214165,3542,209625,998
2908,11/12/2020,Assam,214305,3516,209790,999
2909,12/12/2020,Assam,214432,3493,209939,1000
2910,13/12/2020,Assam,214584,3527,210057,1000
2911,14/12/2020,Assam,214657,3481,210174,1002
2912,15/12/2020,Assam,214803,3501,210299,1003
2913,17/12/2020,Assam,215042,3544,210491,1007
2914,18/12/2020,Assam,215148,3523,210615,1010
2915,19/12/2020,Assam,215250,3539,210700,1011
2916,20/12/2020,Assam,215346,3526,210808,1012
2917,21/12/2020,Assam,215409,3520,210872,1017
2918,22/12/2020,Assam,215510,3525,210965,1020
2919,23/12/2020,Assam,215585,3483,211078,1024
2920,24/12/2020,Assam,215680,3470,211181,1029
2921,25/12/2020,Assam,215775,3456,211286,1033
2922,26/12/2020,Assam,215836,3422,211381,1033
2923,27/12/2020,Assam,215910,3389,211486,1035
2924,28/12/2020,Assam,215939,3356,211546,1037
2925,29/12/2020,Assam,215997,3323,211636,1038
2926,30/12/2020,Assam,216063,3300,211723,1040
2927,31/12/2020,Assam,216139,3258,211838,1043
2928,03/01/2021,Assam,216289,3166,212072,1051
2929,04/01/2021,Assam,216304,3120,212132,1052
2930,05/01/2021,Assam,216340,3087,212199,1054
2931,06/01/2021,Assam,216381,3075,212249,1057
2932,07/01/2021,Assam,216424,3039,212328,1057
2933,08/01/2021,Assam,216481,3046,212376,1059
2934,09/01/2021,Assam,216531,3042,212430,1059
2935,10/01/2021,Assam,216565,3019,212486,1060
2936,11/01/2021,Assam,216590,3014,212515,1061
2937,12/01/2021,Assam,216635,2992,212579,1064
2938,13/01/2021,Assam,216690,2994,212632,1064
2939,14/01/2021,Assam,216743,3003,212675,1065
2940,15/01/2021,Assam,216762,2991,212706,1065
2941,16/01/2021,Assam,216777,2963,212748,1066
2942,17/01/2021,Assam,216809,2930,212809,1070
2943,18/01/2021,Assam,216831,2919,212839,1073
2944,19/01/2021,Assam,216864,2811,212978,1075
2945,20/01/2021,Assam,216887,2728,213084,1075
2946,21/01/2021,Assam,216919,2663,213179,1077
2947,22/01/2021,Assam,216940,2568,213295,1077
2948,23/01/2021,Assam,216957,2482,213398,1077
2949,24/01/2021,Assam,216976,2407,213492,1077
2950,25/01/2021,Assam,216992,2323,213591,1078
2951,27/01/2021,Assam,217025,2183,213763,1079
2952,28/01/2021,Assam,217042,2104,213857,1081
2953,29/01/2021,Assam,217071,2038,213952,1081
2954,30/01/2021,Assam,217091,1956,214054,1081
2955,31/01/2021,Assam,217120,1914,214124,1082
2956,01/02/2021,Assam,217141,1881,214178,1082
2957,02/02/2021,Assam,217154,1823,214248,1083
2958,03/02/2021,Assam,217161,1793,214285,1083
2959,04/02/2021,Assam,217175,1748,214344,1083
2960,05/02/2021,Assam,217186,1728,214374,1084
2961,06/02/2021,Assam,217193,1706,214403,1084
2962,07/02/2021,Assam,217202,1695,214423,1084
2963,08/02/2021,Assam,217210,1679,214447,1084
2964,09/02/2021,Assam,217229,1671,214473,1085
2965,10/02/2021,Assam,217256,1680,214490,1086
2966,11/02/2021,Assam,217267,1674,214507,1086
2967,12/02/2021,Assam,217277,1661,214530,1086
2968,13/02/2021,Assam,217285,1657,214542,1086
2969,14/02/2021,Assam,217288,1631,214570,1087
2970,15/02/2021,Assam,217293,1621,214585,1087
2971,16/02/2021,Assam,217304,1614,214601,1089
2972,17/02/2021,Assam,217309,1605,214615,1089
2973,18/02/2021,Assam,217330,1612,214628,1090
2974,19/02/2021,Assam,217344,1614,214639,1091
2975,20/02/2021,Assam,217367,1618,214658,1091
2976,21/02/2021,Assam,217383,1616,214676,1091
2977,22/02/2021,Assam,217392,1607,214694,1091
2978,23/02/2021,Assam,217406,1603,214712,1091
2979,24/02/2021,Assam,217427,1604,214732,1091
2980,25/02/2021,Assam,217454,1606,214757,1091
2981,26/02/2021,Assam,217484,1623,214770,1091
2982,27/02/2021,Assam,217518,1634,214792,1092
2983,01/03/2021,Assam,217537,1615,214830,1092
2984,02/03/2021,Assam,217570,1631,214846,1093
2985,03/03/2021,Assam,217585,1632,214860,1093
2986,04/03/2021,Assam,217593,1621,214879,1093
2987,06/03/2021,Assam,217642,1635,214914,1093
2988,07/03/2021,Assam,217649,1625,214930,1094
2989,08/03/2021,Assam,217668,1627,214947,1094
2990,09/03/2021,Assam,217682,1624,214964,1094
2991,10/03/2021,Assam,217704,1629,214979,1096
2992,11/03/2021,Assam,217726,1633,214997,1096
2993,13/03/2021,Assam,217766,1628,215041,1097
2994,14/03/2021,Assam,217780,1619,215063,1098
2995,15/03/2021,Assam,217797,1619,215080,1098
2996,16/03/2021,Assam,217817,1612,215106,1099
2997,17/03/2021,Assam,217839,1613,215127,1099
2998,18/03/2021,Assam,217872,1627,215146,1099
2999,19/03/2021,Assam,217905,1645,215160,1100
3000,20/03/2021,Assam,217924,1641,215183,1100
3001,21/03/2021,Assam,217951,1650,215201,1100
3002,22/03/2021,Assam,217976,1663,215213,1100
3003,23/03/2021,Assam,218006,1670,215235,1101
3004,24/03/2021,Assam,218058,1694,215262,1102
3005,25/03/2021,Assam,218099,1719,215277,1103
3006,27/03/2021,Assam,218176,1747,215325,1104
3007,28/03/2021,Assam,218222,1770,215348,1104
3008,29/03/2021,Assam,218270,1800,215366,1104
3009,30/03/2021,Assam,218310,1816,215390,1104
3010,31/03/2021,Assam,218363,1846,215413,1104
3011,01/04/2021,Assam,218412,1862,215445,1105
3012,02/04/2021,Assam,218470,1884,215479,1107
3013,03/04/2021,Assam,218533,1909,215517,1107
3014,04/04/2021,Assam,218601,1945,215549,1107
3015,05/04/2021,Assam,218670,1964,215597,1109
3016,06/04/2021,Assam,218740,1974,215657,1109
3017,07/04/2021,Assam,218832,2030,215691,1111
3018,08/04/2021,Assam,219027,2194,215722,1111
3019,09/04/2021,Assam,219272,2370,215790,1112
3020,10/04/2021,Assam,219553,2610,215828,1115
3021,11/04/2021,Assam,219958,2934,215907,1117
3022,12/04/2021,Assam,220310,3249,215943,1118
3023,13/04/2021,Assam,220893,3734,216041,1118
3024,14/04/2021,Assam,221483,4271,216093,1119
3025,15/04/2021,Assam,221868,4547,216199,1122
3026,16/04/2021,Assam,222367,4960,216284,1123
3027,17/04/2021,Assam,222940,5416,216397,1127
3028,18/04/2021,Assam,223816,6141,216546,1129
3029,19/04/2021,Assam,224455,6615,216705,1135
3030,20/04/2021,Assam,225822,7663,217017,1142
3031,21/04/2021,Assam,227473,9032,217296,1145
3032,22/04/2021,Assam,229138,10395,217593,1150
3033,23/04/2021,Assam,231069,11918,217991,1160
3034,24/04/2021,Assam,233453,13942,218339,1172
3035,25/04/2021,Assam,235689,15545,218958,1186
3036,26/04/2021,Assam,237533,16817,219516,1200
3037,27/04/2021,Assam,240670,19111,220344,1215
3038,28/04/2021,Assam,243802,21270,221299,1233
3039,29/04/2021,Assam,246847,23195,222397,1255
3040,30/04/2021,Assam,249926,24451,224194,1281
3041,01/05/2021,Assam,253123,25173,226643,1307
3042,02/05/2021,Assam,256576,26374,228872,1330
3043,03/05/2021,Assam,258961,25898,231703,1360
3044,04/05/2021,Assam,263450,27824,234237,1389
3045,05/05/2021,Assam,267925,29407,237088,1430
3046,06/05/2021,Assam,272751,31262,240004,1485
3047,07/05/2021,Assam,277687,33176,242980,1531
3048,08/05/2021,Assam,283313,35493,246242,1578
3049,09/05/2021,Assam,289069,38146,249295,1628
3050,10/05/2021,Assam,292368,37352,253340,1676
3051,11/05/2021,Assam,298171,38847,257571,1753
3052,12/05/2021,Assam,304429,40611,261980,1838
3053,13/05/2021,Assam,310086,42317,265860,1909
3054,14/05/2021,Assam,310086,42317,265860,1909
3055,15/05/2021,Assam,315554,43491,270079,1984
3056,16/05/2021,Assam,324979,45355,277501,2123
3057,17/05/2021,Assam,328629,44724,281726,2179
3058,18/05/2021,Assam,335023,46289,286463,2271
3059,19/05/2021,Assam,340858,47740,290774,2344
3060,20/05/2021,Assam,347001,49737,294831,2433
3061,21/05/2021,Assam,353574,53165,297902,2507
3062,22/05/2021,Assam,359640,54163,302889,2588
3063,23/05/2021,Assam,365620,55405,307548,2667
3064,24/05/2021,Assam,369183,53111,313333,2739
3065,25/05/2021,Assam,375404,53996,318585,2823
3066,26/05/2021,Assam,381171,54888,323368,2915
3067,27/05/2021,Assam,386870,54231,329634,3005
3068,28/05/2021,Assam,392574,55068,334418,3088
3069,30/05/2021,Assam,403623,56295,344083,3245
3070,31/05/2021,Assam,406868,53795,349773,3300
3071,01/06/2021,Assam,411216,53041,354810,3365
3072,02/06/2021,Assam,415898,52680,359802,3416
3073,03/06/2021,Assam,420076,52408,364191,3477
3074,04/06/2021,Assam,424385,51881,368981,3523
3075,05/06/2021,Assam,428933,52112,373244,3577
3076,06/06/2021,Assam,432714,52750,376343,3621
3077,07/06/2021,Assam,434942,50865,380419,3658
3078,08/06/2021,Assam,438746,50019,385032,3695
3079,09/06/2021,Assam,442694,50505,388451,3738
3080,10/06/2021,Assam,446445,49846,392806,3793
3081,11/06/2021,Assam,450201,48428,397929,3844
3082,12/06/2021,Assam,453867,46824,403170,3873
3083,13/06/2021,Assam,457330,44645,408770,3915
3084,14/06/2021,Assam,459497,41373,414173,3951
3085,15/06/2021,Assam,463175,40709,418472,3994
3086,16/06/2021,Assam,466590,41184,421378,4028
3087,17/06/2021,Assam,469976,39653,426259,4064
3088,18/06/2021,Assam,473453,38140,431208,4105
3089,19/06/2021,Assam,477159,36978,436043,4138
3090,20/06/2021,Assam,480730,35368,441184,4178
3091,21/06/2021,Assam,482505,33554,444743,4208
3092,22/06/2021,Assam,485310,32625,448442,4243
3093,23/06/2021,Assam,488179,32975,450924,4280
3094,25/06/2021,Assam,493688,31014,458330,4344
3095,26/06/2021,Assam,496481,29804,462307,4370
3096,27/06/2021,Assam,499121,28912,465806,4403
3097,28/06/2021,Assam,500644,27137,469067,4440
3098,29/06/2021,Assam,503333,26390,472461,4482
3099,30/06/2021,Assam,506005,27039,474457,4509
3100,01/07/2021,Assam,508484,26435,477510,4539
3101,02/07/2021,Assam,511153,25737,480839,4577
3102,03/07/2021,Assam,513606,25261,483741,4604
3103,04/07/2021,Assam,515981,25084,486265,4632
3104,05/07/2021,Assam,517194,23502,489040,4652
3105,06/07/2021,Assam,519834,23590,491561,4683
3106,07/07/2021,Assam,522267,24244,493306,4717
3107,08/07/2021,Assam,524556,23371,496442,4743
3108,09/07/2021,Assam,527200,23048,499388,4764
3109,10/07/2021,Assam,529693,23036,501869,4788
3110,11/07/2021,Assam,532084,22549,504723,4812
3111,12/07/2021,Assam,533663,21319,507516,4828
3112,13/07/2021,Assam,536238,20941,510432,4865
3113,14/07/2021,Assam,538407,21631,511888,4888
3114,15/07/2021,Assam,540453,21000,514543,4910
3115,16/07/2021,Assam,542445,20467,517041,4937
3116,17/07/2021,Assam,544227,19569,519697,4961
3117,18/07/2021,Assam,545954,18778,522192,4984
3118,19/07/2021,Assam,547283,17815,524469,4999
3119,21/07/2021,Assam,550878,17597,528252,5029
3120,22/07/2021,Assam,552425,16693,530678,5054
3121,26/07/2021,Assam,558491,15257,538098,5136
3122,27/07/2021,Assam,560019,14929,539928,5162
3123,28/07/2021,Assam,561455,15035,541240,5180
3124,29/07/2021,Assam,562731,14499,543031,5201
3125,30/07/2021,Assam,564030,14114,544695,5221
3126,31/07/2021,Assam,565209,13832,546136,5241
3127,01/08/2021,Assam,566198,13322,547616,5260
3128,02/08/2021,Assam,566982,12642,549065,5275
3129,03/08/2021,Assam,568257,12429,550534,5294
3130,04/08/2021,Assam,569439,12440,551692,5307
3131,05/08/2021,Assam,570504,12223,552955,5326
3132,06/08/2021,Assam,571571,12024,554204,5343
3133,07/08/2021,Assam,572546,11719,555470,5357
3134,08/08/2021,Assam,573532,11633,556527,5372
3135,09/08/2021,Assam,574100,11059,557654,5387
3136,10/08/2021,Assam,575220,11096,558720,5404
3137,11/08/2021,Assam,576149,11045,559684,5420
3138,12/08/2021,Assam,577035,10819,560782,5434
3139,13/08/2021,Assam,577970,10427,562092,5451
3140,14/08/2021,Assam,578733,10001,563261,5471
3141,15/08/2021,Assam,579488,9776,564230,5482
3142,16/08/2021,Assam,579899,9320,565087,5492
3143,17/08/2021,Assam,580657,9054,566101,5502
3144,18/08/2021,Assam,581398,8772,567113,5513
3145,19/08/2021,Assam,582037,8372,568137,5528
3146,20/08/2021,Assam,582750,8296,568916,5538
3147,21/08/2021,Assam,583458,8257,569650,5551
3148,22/08/2021,Assam,584098,8224,570308,5566
3149,23/08/2021,Assam,584434,8011,570847,5576
3150,24/08/2021,Assam,585134,7995,571552,5587
3151,25/08/2021,Assam,585689,8005,572084,5600
3152,26/08/2021,Assam,586378,8006,572765,5607
3153,27/08/2021,Assam,586940,7781,573541,5618
3154,28/08/2021,Assam,587439,7532,574280,5627
3155,29/08/2021,Assam,588025,7434,574955,5636
3156,30/08/2021,Assam,588318,7049,575629,5640
3157,31/08/2021,Assam,588856,6960,576241,5655
3158,01/09/2021,Assam,589426,6901,576865,5660
3159,02/09/2021,Assam,589999,6794,577534,5671
3160,03/09/2021,Assam,590553,6775,578101,5677
3161,04/09/2021,Assam,591117,6505,578929,5683
3162,05/09/2021,Assam,591659,6403,579563,5693
3163,06/09/2021,Assam,591980,6346,579935,5699
3164,07/09/2021,Assam,593514,6298,581493,5723
3165,08/09/2021,Assam,593087,6457,580911,5719
3166,09/09/2021,Assam,593514,6298,581493,5723
3167,10/09/2021,Assam,593800,5482,582586,5732
3168,11/09/2021,Assam,594499,5566,583193,5740
3169,12/09/2021,Assam,594846,5913,583193,5740
3170,13/09/2021,Assam,595105,5702,583652,5751
3171,14/09/2021,Assam,595669,5615,584296,5758
3172,15/09/2021,Assam,596162,5666,584729,5767
3173,16/09/2021,Assam,596606,5396,585435,5775
3174,18/09/2021,Assam,597344,5165,586391,5788
3175,19/09/2021,Assam,597709,5063,586856,5790
3176,20/09/2021,Assam,597968,5056,587115,5797
3177,21/09/2021,Assam,598423,4984,587632,5807
3178,22/09/2021,Assam,598864,5081,587970,5813
3179,23/09/2021,Assam,599271,4880,588574,5817
3180,24/09/2021,Assam,599642,4686,589129,5827
3181,25/09/2021,Assam,600048,4656,589558,5834
3182,26/09/2021,Assam,600423,4661,589924,5838
3183,27/09/2021,Assam,600619,4545,590231,5843
3184,28/09/2021,Assam,601031,4587,590593,5851
3185,29/09/2021,Assam,601421,4635,590925,5861
3186,30/09/2021,Assam,601787,4487,591432,5868
3187,01/10/2021,Assam,602163,4404,591886,5873
3188,02/10/2021,Assam,602466,4348,592242,5876
3189,03/10/2021,Assam,602712,4318,592514,5880
3190,04/10/2021,Assam,602905,4186,592838,5881
3191,05/10/2021,Assam,603238,4196,593152,5890
3192,06/10/2021,Assam,603623,4418,593308,5897
3193,07/10/2021,Assam,603923,4245,593775,5903
3194,08/10/2021,Assam,604218,4144,594163,5911
3195,09/10/2021,Assam,604536,4114,594506,5916
3196,10/10/2021,Assam,604809,4037,594851,5921
3197,11/10/2021,Assam,604969,3952,595091,5926
3198,12/10/2021,Assam,605239,3994,595314,5931
3199,13/10/2021,Assam,605465,4011,595520,5934
3200,14/10/2021,Assam,605640,3803,595901,5936
3201,15/10/2021,Assam,605847,3646,596263,5938
3202,16/10/2021,Assam,605944,3458,596547,5939
3203,17/10/2021,Assam,606263,3482,596837,5944
3204,18/10/2021,Assam,606468,3436,597082,5950
3205,19/10/2021,Assam,606766,3461,597348,5957
3206,20/10/2021,Assam,607119,3585,597577,5957
3207,21/10/2021,Assam,607427,3610,597859,5958
3208,22/10/2021,Assam,607811,3762,598087,5962
3209,23/10/2021,Assam,608126,3866,598296,5964
3210,24/10/2021,Assam,608450,3968,598515,5967
3211,25/10/2021,Assam,608589,3857,598759,5973
3212,26/10/2021,Assam,608915,3882,599055,5978
3213,27/10/2021,Assam,609262,3991,599290,5981
3214,28/10/2021,Assam,609506,3838,599681,5987
3215,29/10/2021,Assam,609828,3750,600089,5989
3216,30/10/2021,Assam,610150,3791,600367,5992
3217,31/10/2021,Assam,610433,3699,600738,5996
3218,01/11/2021,Assam,610645,3674,600974,5997
3219,02/11/2021,Assam,610941,3628,601309,6004
3220,04/11/2021,Assam,611487,3639,601833,6015
3221,05/11/2021,Assam,611656,3430,602207,6019
3222,06/11/2021,Assam,611895,3454,602417,6024
3223,07/11/2021,Assam,612134,3379,602729,6026
3224,08/11/2021,Assam,612271,3249,602994,6028
3225,09/11/2021,Assam,612551,3286,603234,6031
3226,10/11/2021,Assam,612798,3301,603463,6034
